,ra,dec,rec_arcsec,n_sersic,mueff_av,axrat,g_r,r_i,weight,is_red,inside_gama
0,149.20384939643304,-1.7671230637397066,3.27735942395708,0.9736718430806366,25.27096101747369,0.7838674665922929,0.5669883041315267,0.3825173815700191,2.2696871448192764,True,False
1,148.94705020147302,-1.894997060139752,4.257045282819116,0.6090411343558862,26.09216061264388,0.4201635308573996,0.7392153407643958,0.3807168535332666,3.668821464959007,True,False
2,148.45133030940696,-1.7697309398579693,3.847914768915873,1.4452708118369346,24.26575310340755,0.9716915320775028,0.5050158507151626,0.29112297845088225,1.2573221805726678,False,False
3,148.15145759423697,-1.9436832405997384,4.0227184840383305,1.0578681995298305,24.5453888361938,0.5744345867970045,0.34703062256723805,0.15318346971151536,1.25705621449219,False,False
4,150.13940442713292,-1.6974156614366909,3.2071088411264377,1.6072609298667686,24.168033351877828,0.9033183877185345,0.307756218138386,0.22785826277418464,1.4284990834594529,False,False
5,149.87568450057992,-1.7841033238448407,5.568110919174954,1.8141966988805664,24.443030834069592,0.9204397935279588,0.3989543369859392,0.1812231815290096,1.3999010224939443,False,False
6,152.05505968445647,-1.6711582488403411,3.707933798722408,1.5019120752114277,24.02780934929297,0.7160916833926949,0.39296883448053294,0.19485426517357504,1.9128009058377704,False,False
7,151.64867670308792,-1.6849573011927357,4.064208657913949,1.4538579108265814,24.86129775719559,1.0,0.3979489599245332,0.16790937181226592,1.485787364315412,False,False
8,151.64490829940374,-1.6579796932507145,3.665143636919436,1.9413076478612403,24.557352971231648,0.7309215378346103,0.5460603743562704,0.2485597809230305,1.297547933314147,False,False
9,151.57390830165784,-2.091872375025567,4.289197367889652,1.1716959433187806,24.05779853590352,0.6651584133149807,0.5228776719647911,0.2401842902128045,1.7097781114562673,True,False
10,151.50824133650974,-2.067400835852509,3.8789892118997313,0.9385139507686632,25.474699185953487,0.5654779396863927,0.7462873235559171,-inf,2.073345255776528,True,False
11,151.32339155736074,-1.8822104557851884,3.8373190452798513,0.6112911829118712,24.20655227646857,0.7200019383998629,0.3491785834658816,0.12972782667118762,1.2726774051455159,False,False
12,154.16288606078572,-1.6614078746097167,3.2686763241026355,1.0891546828671743,24.64465062834525,0.8570223949484121,0.2917591247089169,0.10305971303358116,1.558369969873477,False,False
13,153.98283491103462,-1.8678864952665173,3.0470273452640573,1.4034162461423092,24.34860767189237,0.6948510695148747,0.31439155148240755,0.1758383189113782,1.999617884224725,False,False
14,128.6313781620147,-0.9301632397483852,3.6103261311247032,1.3522812968289553,24.355597110423627,0.7422799206056994,0.3445546613185716,0.1952225878178121,1.2583063900668852,False,False
15,130.18234547877591,-1.3541942045040274,3.013919255264768,2.1518874787338693,24.184426972702546,0.5958536542987041,0.4363726587127536,0.18047332882045225,2.1666914151823953,False,True
16,129.88546428528,-0.9028954902566017,3.8684282218322767,0.9666211462629548,25.692701460089737,0.5820647899652264,0.555286902570155,-0.020669619738784683,2.443696160513188,True,True
17,131.93796673155776,-0.3683687634711956,6.3659116648159335,0.8539871881259459,26.08152151497014,0.493689222399271,0.7033044782987947,0.2989517340126817,3.883476147709398,True,True
18,133.5496286120783,-0.1658870528110983,3.448890427454772,1.0348473926579291,24.14129128763402,0.9509839499947604,0.4846164565760379,0.25145148388750405,1.3719223263798848,True,True
19,132.58954512606002,-1.3312511732771348,3.1570110977012367,1.2922220315690804,24.466490359314605,0.7561594987736234,0.40702527664848986,0.21031696883196974,1.6170011979008168,False,True
20,134.99800679878894,-1.1631646600853025,3.747901981432191,1.1224274418301576,24.301739429079994,0.8415301314997901,0.4292337761313936,0.18769755358322954,1.2240559477692912,False,True
21,134.46070585445858,-0.2231551984592777,3.0674964458263565,0.8993649263989837,25.56699263219346,0.6629010361942851,0.5444386158922954,0.29344118071564285,4.114002942017163,True,True
22,136.02960622416757,-1.1654351878238278,4.994146237522521,1.3231477559203226,24.15594709817255,0.6771497254464924,0.3750230098666659,0.14520145900910678,1.4152554720204118,False,True
23,135.7721976327946,-0.5417659040500173,3.633549950937433,1.120015284102597,24.0763723979587,0.4726094169955365,0.4015307727622911,-0.016369544135659355,1.528630602186065,False,True
24,135.54854005367312,-1.0402299668782375,5.851734245380952,1.6169188913450734,24.339221642012525,0.4862247418481941,0.2640602390399942,0.03204240306463318,1.3510187141877676,False,True
25,139.59286517949855,-1.502179926321194,3.094272910944853,1.0894164093562977,23.95399315739057,0.7718141702979402,0.4064599888264437,0.19313154107252847,4.514047013465617,False,True
26,139.58300679298102,-0.4201838115094581,3.3352704455417164,0.8609565241107523,24.139250159512137,0.7340219684334831,0.4449627082712399,0.2247214291438628,1.3629749987335116,False,True
27,141.1627805504373,-0.6563824165560977,5.655867174994768,0.4004211197071386,24.326684621738554,0.836096857619614,0.3834788672345291,0.15663887718601666,1.3785848024909593,True,False
28,140.70381062241734,-1.1599811643951143,3.6061056161657903,0.868214650145983,25.841340185297266,0.6444106796954749,0.7441704179620895,0.93414176223545,2.680359691998072,True,True
29,140.58428215198572,-0.5161099530482756,3.9059795117408567,0.6575168335594642,24.87026822614655,0.8370734416904659,0.30911086125597026,0.12427463870656424,1.538657652973359,False,True
30,142.56481529135436,-0.09653799252113772,3.5722548336813045,1.7985353980582588,24.857825800139732,0.7858131546811409,0.6848295980435264,0.3172339635461338,1.5816152967559518,True,False
31,142.001419162176,-0.7082175476795639,4.259865861367689,0.9682740981040528,24.391724888822907,0.7209465444386031,0.3523225623843449,0.19323162181030445,1.239271611965988,False,False
32,141.4021834655165,-0.3699706203748289,6.281021749379938,2.120384013166162,24.68674280048252,0.8130360114939357,0.34908182895100065,0.14933588082857638,1.5725647912119285,False,False
33,144.01732531232543,-0.8376552518268027,4.161983499697728,0.6279767236134881,24.66230804404568,1.0,0.3024877103510546,0.10049788828101616,1.287459416209543,False,False
34,143.47101439594567,-0.7218537313059362,4.874482744918062,2.1677057412637426,24.44781720686181,0.7658770652134822,0.4065555657306003,0.1652699298760531,1.2977236183533416,False,False
